frame_index,sequence_group,image_path,actual_steering_angle,predicted_steering_angle,error,absolute_error,lane_change_detected
20,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_012.jpg,-0.45,0.14905349910259247,0.5990534991025924,0.5990534991025924,1
21,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_082.jpg,-0.6500001,0.04493706300854683,0.6949371630085468,0.6949371630085468,1
22,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_150.jpg,-0.8000001,-0.07294502854347229,0.7270550714565277,0.7270550714565277,0
23,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_218.jpg,-1.0,-0.2489587813615799,0.7510412186384201,0.7510412186384201,1
24,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_285.jpg,-1.0,-0.4052374064922333,0.5947625935077667,0.5947625935077667,1
25,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_355.jpg,-1.0,-0.5222291350364685,0.4777708649635315,0.4777708649635315,1
26,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_423.jpg,-1.0,-0.27662205696105957,0.7233779430389404,0.7233779430389404,1
27,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_491.jpg,-1.0,-0.4015187919139862,0.5984812080860138,0.5984812080860138,1
28,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_561.jpg,-1.0,-0.12570533156394958,0.8742946684360504,0.8742946684360504,1
29,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_631.jpg,0.0,-0.021672217175364494,-0.021672217175364494,0.021672217175364494,1
30,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_701.jpg,0.0,-0.10143641382455826,-0.10143641382455826,0.10143641382455826,1
31,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_768.jpg,0.0,-0.23864471912384033,-0.23864471912384033,0.23864471912384033,1
32,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_837.jpg,0.15,-0.1983175128698349,-0.3483175128698349,0.3483175128698349,1
33,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_908.jpg,0.2,-0.3072139322757721,-0.507213932275772,0.507213932275772,1
34,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_43_979.jpg,7.450581e-09,-0.3484947085380554,-0.3484947159886364,0.3484947159886364,1
35,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_046.jpg,-0.15,-0.4839075207710266,-0.3339075207710266,0.3339075207710266,1
36,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_118.jpg,-0.35,-0.666127622127533,-0.316127622127533,0.316127622127533,1
37,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_189.jpg,-0.5,-0.6795877814292908,-0.17958778142929077,0.17958778142929077,1
38,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_259.jpg,-0.7,-0.7794955372810364,-0.07949553728103642,0.07949553728103642,1
39,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_326.jpg,-0.8500001,-0.9669014811515808,-0.11690138115158077,0.11690138115158077,1
40,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_396.jpg,-1.0,-0.8409886956214905,0.15901130437850952,0.15901130437850952,1
41,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_464.jpg,-1.0,-0.8106794357299805,0.18932056427001953,0.18932056427001953,1
42,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_535.jpg,-1.0,-0.6942956447601318,0.30570435523986816,0.30570435523986816,1
43,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_603.jpg,-1.0,-0.7472367882728577,0.25276321172714233,0.25276321172714233,0
44,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_675.jpg,-1.0,-0.8139697313308716,0.18603026866912842,0.18603026866912842,0
45,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_744.jpg,-1.0,-0.876489520072937,0.12351047992706299,0.12351047992706299,0
46,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_812.jpg,-1.0,-0.8062314987182617,0.19376850128173828,0.19376850128173828,0
47,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_880.jpg,-1.0,-0.9124703407287598,0.08752965927124023,0.08752965927124023,0
48,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_44_951.jpg,-1.0,-0.9577094316482544,0.042290568351745605,0.042290568351745605,0
49,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_022.jpg,-1.0,-0.9645355939865112,0.03546440601348877,0.03546440601348877,0
50,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_092.jpg,-1.0,-0.9470365047454834,0.0529634952545166,0.0529634952545166,0
51,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_163.jpg,0.05,-0.19048769772052765,-0.24048769772052764,0.24048769772052764,1
52,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_234.jpg,0.2,0.07820426672697067,-0.12179573327302934,0.12179573327302934,1
53,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_303.jpg,0.4,0.2123512625694275,-0.18764873743057253,0.18764873743057253,1
54,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_374.jpg,0.5500001,0.23435266315937042,-0.31564743684062957,0.31564743684062957,1
55,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_447.jpg,0.7500002,0.13196676969528198,-0.618033430304718,0.618033430304718,1
56,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_519.jpg,0.9500002,0.19585159420967102,-0.7541486057903289,0.7541486057903289,1
57,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_587.jpg,1.0,0.46119412779808044,-0.5388058722019196,0.5388058722019196,1
58,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_655.jpg,1.0,0.35988184809684753,-0.6401181519031525,0.6401181519031525,1
59,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_728.jpg,1.0,0.3279624581336975,-0.6720375418663025,0.6720375418663025,1
60,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_799.jpg,1.0,0.1910291463136673,-0.8089708536863327,0.8089708536863327,1
61,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_869.jpg,-0.05,-0.00877243373543024,0.04122756626456976,0.04122756626456976,1
62,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_45_939.jpg,-0.25,0.004754739347845316,0.2547547393478453,0.2547547393478453,1
63,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_011.jpg,-0.4,0.034054990857839584,0.4340549908578396,0.4340549908578396,1
64,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_080.jpg,-0.6000001,-0.04316201061010361,0.5568380893898964,0.5568380893898964,1
65,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_151.jpg,-0.7500002,-0.1715857982635498,0.5784144017364502,0.5784144017364502,1
66,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_220.jpg,-0.9500002,-0.16559889912605286,0.7844013008739471,0.7844013008739471,0
67,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_289.jpg,-1.0,-0.21865354478359222,0.7813464552164078,0.7813464552164078,0
68,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_360.jpg,-1.0,-0.21656592190265656,0.7834340780973434,0.7834340780973434,0
69,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_431.jpg,0.0,-0.29740238189697266,-0.29740238189697266,0.29740238189697266,0
70,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_498.jpg,0.0,-0.0573350228369236,-0.0573350228369236,0.0573350228369236,0
71,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_569.jpg,-0.1,-0.1156921237707138,-0.0156921237707138,0.0156921237707138,0
72,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_635.jpg,-0.25,-0.2700258791446686,-0.02002587914466858,0.02002587914466858,0
73,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_706.jpg,0.0,-0.2837367653846741,-0.2837367653846741,0.2837367653846741,0
74,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_775.jpg,0.0,-0.3025414049625397,-0.3025414049625397,0.3025414049625397,0
75,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_848.jpg,-0.2,-0.4104255139827728,-0.21042551398277282,0.21042551398277282,0
76,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_919.jpg,-0.4,-0.361208438873291,0.03879156112670901,0.03879156112670901,0
77,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_46_986.jpg,-0.5500001,-0.566875696182251,-0.016875596182250985,0.016875596182250985,0
78,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_052.jpg,-0.7,-0.5095797777175903,0.19042022228240962,0.19042022228240962,0
79,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_123.jpg,-0.9000002,-0.6428691744804382,0.2571310255195618,0.2571310255195618,0
80,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_196.jpg,-1.0,-0.7694032192230225,0.23059678077697754,0.23059678077697754,0
81,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_264.jpg,-1.0,-0.7283220887184143,0.2716779112815857,0.2716779112815857,0
82,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_337.jpg,0.0,-0.6273828744888306,-0.6273828744888306,0.6273828744888306,0
83,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_407.jpg,-0.05,-0.27185243368148804,-0.22185243368148805,0.22185243368148805,1
84,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_477.jpg,-0.25,-0.03356903791427612,0.21643096208572388,0.21643096208572388,1
85,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_545.jpg,-0.4,0.04009145498275757,0.4400914549827576,0.4400914549827576,1
86,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_616.jpg,-0.5500001,-0.013051293790340424,0.5369488062096596,0.5369488062096596,1
87,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_685.jpg,-0.7500002,-0.21428175270557404,0.535718447294426,0.535718447294426,1
88,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_756.jpg,0.0,-0.28299444913864136,-0.28299444913864136,0.28299444913864136,1
89,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_824.jpg,0.0,-0.5933913588523865,-0.5933913588523865,0.5933913588523865,1
90,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_893.jpg,-0.1,-0.7959802746772766,-0.6959802746772766,0.6959802746772766,1
91,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_47_964.jpg,-0.3,-0.6547728180885315,-0.3547728180885315,0.3547728180885315,1
92,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_030.jpg,-0.45,-0.7298913598060608,-0.2798913598060608,0.2798913598060608,1
93,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_100.jpg,-0.6500001,-0.5128166675567627,0.13718343244323727,0.13718343244323727,1
94,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_168.jpg,-0.8000001,-0.10267165303230286,0.6973284469676971,0.6973284469676971,1
95,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_237.jpg,0.0,-0.10233159363269806,-0.10233159363269806,0.10233159363269806,1
96,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_308.jpg,0.0,-0.1653747409582138,-0.1653747409582138,0.1653747409582138,1
97,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_378.jpg,0.0,-0.06781820207834244,-0.06781820207834244,0.06781820207834244,1
98,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_449.jpg,0.0,-0.16565704345703125,-0.16565704345703125,0.16565704345703125,1
99,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_518.jpg,-0.15,-0.15849611163139343,-0.008496111631393438,0.008496111631393438,1
100,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_586.jpg,-0.3,-0.2622569501399994,0.0377430498600006,0.0377430498600006,1
101,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_655.jpg,-0.45,-0.23032228648662567,0.21967771351337434,0.21967771351337434,1
102,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_722.jpg,-0.6500001,-0.2953644096851349,0.3546356903148651,0.3546356903148651,1
103,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_789.jpg,-0.8000001,-0.29999202489852905,0.5000080751014709,0.5000080751014709,1
104,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_858.jpg,0.0,-0.22946763038635254,-0.22946763038635254,0.22946763038635254,0
105,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_927.jpg,0.0,-0.27635446190834045,-0.27635446190834045,0.27635446190834045,0
106,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_48_994.jpg,0.0,-0.3218167722225189,-0.3218167722225189,0.3218167722225189,0
107,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_062.jpg,0.0,-0.26246315240859985,-0.26246315240859985,0.26246315240859985,0
108,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_133.jpg,0.0,-0.30803006887435913,-0.30803006887435913,0.30803006887435913,0
109,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_201.jpg,0.05,-0.31968778371810913,-0.3696877837181091,0.3696877837181091,0
110,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_271.jpg,0.2,-0.23196499049663544,-0.43196499049663545,0.43196499049663545,0
111,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_338.jpg,0.4,-0.190899059176445,-0.590899059176445,0.590899059176445,0
112,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_405.jpg,0.5500001,-0.20669370889663696,-0.756693808896637,0.756693808896637,0
113,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_473.jpg,0.0,-0.16381217539310455,-0.16381217539310455,0.16381217539310455,0
114,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_540.jpg,0.0,-0.056027594953775406,-0.056027594953775406,0.056027594953775406,0
115,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_608.jpg,0.0,-0.08194062858819962,-0.08194062858819962,0.08194062858819962,0
116,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_679.jpg,0.15,-0.1966407150030136,-0.34664071500301363,0.34664071500301363,0
117,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_746.jpg,0.3,-0.22763888537883759,-0.5276388853788376,0.5276388853788376,0
118,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_815.jpg,0.45,-0.34652554988861084,-0.7965255498886108,0.7965255498886108,0
119,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_885.jpg,0.6500001,-0.33454346656799316,-0.9845435665679931,0.9845435665679931,0
120,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_49_952.jpg,0.8000001,-0.12080991268157959,-0.9208100126815796,0.9208100126815796,0
121,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_022.jpg,1.0,-0.033217571675777435,-1.0332175716757774,1.0332175716757774,0
122,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_091.jpg,0.0,-0.1578759402036667,-0.1578759402036667,0.1578759402036667,0
123,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_160.jpg,0.0,-0.24663811922073364,-0.24663811922073364,0.24663811922073364,0
124,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_229.jpg,0.0,-0.20709121227264404,-0.20709121227264404,0.20709121227264404,0
125,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_300.jpg,0.0,-0.23391275107860565,-0.23391275107860565,0.23391275107860565,0
126,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_371.jpg,0.05,-0.24496960639953613,-0.2949696063995361,0.2949696063995361,0
127,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_440.jpg,0.25,-0.27306321263313293,-0.5230632126331329,0.5230632126331329,0
128,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_513.jpg,0.4,-0.07195260375738144,-0.47195260375738146,0.47195260375738146,0
129,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_580.jpg,0.6000001,0.045370738953351974,-0.5546293610466481,0.5546293610466481,0
130,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_650.jpg,0.7500002,0.12523342669010162,-0.6247667733098984,0.6247667733098984,0
131,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_723.jpg,0.0,0.0687960684299469,0.0687960684299469,0.0687960684299469,0
132,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_790.jpg,0.0,0.26367443799972534,0.26367443799972534,0.26367443799972534,0
133,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_859.jpg,0.1,0.37703973054885864,0.27703973054885866,0.27703973054885866,0
134,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_930.jpg,0.25,0.4644685685634613,0.2144685685634613,0.2144685685634613,0
135,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_50_997.jpg,0.45,0.4959356188774109,0.04593561887741088,0.04593561887741088,0
136,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_068.jpg,0.6000001,0.6036381125450134,0.0036380125450133916,0.0036380125450133916,0
137,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_141.jpg,0.8000001,0.6481995582580566,-0.15180054174194335,0.15180054174194335,0
138,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_214.jpg,0.9500002,0.8214473128318787,-0.1285528871681213,0.1285528871681213,0
139,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_282.jpg,0.0,0.5758556127548218,0.5758556127548218,0.5758556127548218,1
140,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_352.jpg,0.0,0.15122832357883453,0.15122832357883453,0.15122832357883453,1
141,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_424.jpg,0.0,-0.01257344987243414,-0.01257344987243414,0.01257344987243414,1
142,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_492.jpg,0.0,0.0013385763159021735,0.0013385763159021735,0.0013385763159021735,1
143,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_564.jpg,0.0,0.025630056858062744,0.025630056858062744,0.025630056858062744,1
144,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_632.jpg,0.0,0.0019221741240471601,0.0019221741240471601,0.0019221741240471601,1
145,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_701.jpg,0.0,0.04480627551674843,0.04480627551674843,0.04480627551674843,1
146,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_770.jpg,0.0,0.04694487154483795,0.04694487154483795,0.04694487154483795,1
147,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_838.jpg,0.0,0.009458879940211773,0.009458879940211773,0.009458879940211773,1
148,jungle_test_contiguous,complete_dataset/self_driving_car_dataset_jungle/IMG/center_2022_04_10_12_44_51_910.jpg,0.0,0.03217201679944992,0.03217201679944992,0.03217201679944992,0
